Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
1369,1236-7,eDcteTYALgI,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What is the reason the method in the video is considered useful?
A. It involves the square root of a number before dividing by 5.
B. It involves squaring the numbers before dividing by 5.
C. It simplifies division into single-digit multiplication.
D. It reduces division to addition.",16.95,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/eDcteTYALgI,"```python
[
    ""What method is demonstrated in the video?"",
    ""What are the key steps involved in the method shown in the video?"",
    ""How does the method relate to the options A, B, C, D, and E?"",
    ""What is the main benefit or outcome of using the method in the video?"",
    ""Are there any specific examples or applications mentioned in the video that illustrate the usefulness of the method?""
]
```"
1370,1237-0,jTpJa4TF5cQ,Primary Open-ended Question,Professional Knowledge,What's the answer of 9+9=? according to the video?,4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ,"```python
[
    ""What is the visual representation of the equation 9 + 9 in the video?"",
    ""What is the answer displayed or indicated in the video for the equation 9 + 9?"",
    ""Is there any explanation or context provided in the video regarding the answer to 9 + 9?"",
    ""Are there any visual cues or elements in the video that help explain the addition of 9 + 9?""
]
```"
1371,1237-1,jTpJa4TF5cQ,Paraphrased Open-ended Question,Professional Knowledge,What is the result of 9 plus 9 according to the pattern shown in the video?,4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ,"```python
[
    'What pattern is shown in the video regarding addition?',
    'What is the visual representation of the number 9 in the video?',
    'What is the visual representation of the number 9 again in the video?',
    'What is the result of adding the two visual representations of 9?',
    'Is there any additional context or explanation provided in the video about the pattern?'
]
```"
1372,1237-2,jTpJa4TF5cQ,Correctly-led Open-ended Question,Professional Knowledge,"Based on the pattern in the video, does the equation 9 + 9 result in 63?",4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ,"```python
[
    'What is the equation being presented in the video?',
    'What pattern is being demonstrated in the video?',
    'What is the result of the equation 9 + 9 according to the pattern?',
    'Is the result of 9 + 9 equal to 63 based on the pattern?',
    'What is the explanation for the result derived from the pattern?'
]
```"
1373,1237-3,jTpJa4TF5cQ,Wrongly-led Open-ended Question,Professional Knowledge,"According to the pattern in the video, does 9 + 9 equal 72?",4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ,"```python
[
    'What is the pattern shown in the video regarding addition?',
    'What is the result of 9 + 9 according to standard arithmetic?',
    'How does the video interpret the result of 9 + 9?',
    'Is there any visual representation in the video that supports or contradicts the statement that 9 + 9 equals 72?'
]
```"
1374,1237-7,jTpJa4TF5cQ,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What is the answer to 9 + 9 according to the pattern in the video?
A. 18
B. 63
C. 81
D. 72",4.5,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/jTpJa4TF5cQ,"```python
[
    ""What is the pattern shown in the video for solving the equation?"",
    ""What is the result of 9 + 9 based on the standard arithmetic?"",
    ""Are there any specific rules or transformations applied to the numbers in the video?"",
    ""What are the possible answers provided in the multiple-choice options?"",
    ""Which of the multiple-choice options aligns with the pattern observed in the video?""
]
```"
1375,1239-0,3Eh34zhrxMA,Primary Open-ended Question,Professional Knowledge,Is the method useful to produce correct calculation result?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA,"```python
[
    'What method is being referred to for the calculation?',
    'What is the context or application of the method?',
    'What are the steps involved in the method?',
    'What are the expected results when using this method?',
    'Are there any known limitations or issues with this method?',
    'What evidence or examples exist that demonstrate the effectiveness of this method?'
]
```"
1376,1239-1,3Eh34zhrxMA,Paraphrased Open-ended Question,Professional Knowledge,Does the method shown help in achieving accurate calculation results?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA,"```python
[
    ""What method is being shown in the visual?"",
    ""What are the steps involved in the method?"",
    ""What are the expected outcomes of using this method?"",
    ""Are there any examples of calculation results provided?"",
    ""How do the calculation results compare to expected results?"",
    ""What factors could affect the accuracy of the calculation results?"",
    ""Is there any visual evidence supporting the accuracy of the results?""
]
```"
1377,1239-2,3Eh34zhrxMA,Correctly-led Open-ended Question,Professional Knowledge,Is the method effective in producing correct results for the multiplication table of 19?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA,"```python
[
    'What is the multiplication table of 19?',
    'What method is being used to produce the multiplication table?',
    'Are there any errors in the multiplication table of 19?',
    'How does the method compare to standard multiplication techniques?',
    'What criteria define the effectiveness of the method in producing correct results?'
]
```"
1378,1239-3,3Eh34zhrxMA,Wrongly-led Open-ended Question,Professional Knowledge,Does this method produce the correct result for the multiplication table of 19 as efficiently as the normal method?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA,"```python
[
    'What is the method being used to produce the multiplication table of 19?',
    'What is the normal method for producing the multiplication table of 19?',
    'What are the results produced by the method in question?',
    'What are the results produced by the normal method?',
    'How does the efficiency of the method compare to the normal method?'
]
```"
1379,1239-7,3Eh34zhrxMA,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What is the outcome of using the method shown in the video?
A. Less efficient than ordinary methods, but more accurate.
B. More efficient than normal methods.
C. The results are as efficient and accurate as the normal method.
D. More efficient than normal methods, but less accurate.",15.1,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/3Eh34zhrxMA,"```python
[
    ""What method is shown in the video?"",
    ""What are the efficiency levels of the method compared to ordinary methods?"",
    ""What are the accuracy levels of the method compared to ordinary methods?"",
    ""What are the outcomes of using the method as described in the video?""
]
```"
