,Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
1359,1359,1233-7,vpzN7MFV4YU,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"Why are there two reflections in the photo?
A. The photographer used a panoramic camera function.
B. There was a mirror placed in the scene.
C. One is the actual reflection and the other is from the phone screen.
D. The photo was edited post-capture.",10.99,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/vpzN7MFV4YU,"['What objects are present in the photo that could cause reflections?', 'Is there a mirror visible in the scene?', 'Is there a phone or screen visible in the photo?', 'Does the photo appear to have been edited in any way?', 'What type of camera was used to take the photo?']"
1360,1360,1235-0,EvlFEYvsf2Q,Primary Open-ended Question,Professional Knowledge,What's the answer for 4+3= according to the video?,4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"['What is the equation presented in the video?', 'What is the visual representation of the numbers 4 and 3 in the video?', 'What operation is being performed in the video?', 'What is the result of the operation 4 + 3 as shown in the video?', 'Is there any explanation provided in the video regarding the addition?']"
1361,1361,1235-1,EvlFEYvsf2Q,Paraphrased Open-ended Question,Professional Knowledge,What is the result of 4 plus 3 according to the pattern shown in the video?,4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"['What is the pattern shown in the video regarding addition?', 'What are the numbers being added in the video?', 'What is the result of 4 plus 3 according to the pattern?', 'Can you provide a brief explanation of how the pattern works?']"
1362,1362,1235-2,EvlFEYvsf2Q,Correctly-led Open-ended Question,Professional Knowledge,"Based on the pattern in the video, does 4 + 3 equal 37?",4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"['What is the pattern shown in the video regarding addition?', 'What is the result of 4 + 3 according to the standard rules of arithmetic?', 'How does the video interpret or present the equation 4 + 3?', 'Is there any visual representation in the video that suggests an alternative interpretation of 4 + 3?', 'What context or examples are provided in the video to support the claim that 4 + 3 equals 37?']"
1363,1363,1235-3,EvlFEYvsf2Q,Wrongly-led Open-ended Question,Professional Knowledge,"According to the pattern in the video, does 4 + 3 equal 412?",4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"['What is the pattern shown in the video regarding addition?', 'What is the result of 4 + 3 according to standard arithmetic?', 'How is the result of 4 + 3 represented in the video?', 'What is the significance of the number 412 in the context of the video?']"
1364,1364,1235-7,EvlFEYvsf2Q,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What is the result of 4 + 3 according to the pattern in the video?
A. 43
B. 73
C. 412
D. 37",4.48,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/EvlFEYvsf2Q,"['What is the pattern shown in the video for adding numbers?', 'What is the result of 4 + 3 according to the identified pattern?', 'What are the options provided for the answer?', 'Which option matches the result of 4 + 3 according to the pattern?']"
1365,1365,1236-0,eDcteTYALgI,Primary Open-ended Question,Professional Knowledge,Is the method useful to produce correct calculation result?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"['What is the method being referred to?', 'What is the calculation result that needs to be produced?', 'What are the steps involved in the method?', 'Are there any examples of the method being applied?', 'What are the potential errors or limitations of the method?', 'How does the method compare to other methods for producing calculation results?']"
1366,1366,1236-1,eDcteTYALgI,Paraphrased Open-ended Question,Professional Knowledge,Does the method demonstrated in the video effectively yield accurate calculation results?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"['What method is demonstrated in the video?', 'What are the calculation results produced by the method?', 'Are there any examples of calculations shown in the video?', 'How does the method compare to other methods in terms of accuracy?', 'What factors could affect the accuracy of the calculation results?', 'Is there any feedback or commentary provided in the video regarding the accuracy of the results?']"
1367,1367,1236-2,eDcteTYALgI,Correctly-led Open-ended Question,Professional Knowledge,Is the method shown in the video effective in producing accurate results for the division problems?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"['What method is being demonstrated in the video for solving division problems?', 'What are the division problems shown in the video?', 'What results are produced by the method in the video?', 'How do the results compare to the expected or correct answers?', 'Are there any errors or inaccuracies in the results produced?', 'What factors might affect the effectiveness of the method shown?']"
1368,1368,1236-3,eDcteTYALgI,Wrongly-led Open-ended Question,Professional Knowledge,Is the method shown in the video ineffective because it involves squaring the numbers before dividing by 5?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"['What method is shown in the video?', 'What are the steps involved in the method?', 'How are the numbers squared in the method?', 'What is the result of squaring the numbers?', 'How are the squared numbers divided by 5?', 'What is the final outcome after dividing by 5?', 'Are there any alternative methods presented in the video?', 'What are the advantages or disadvantages of the method shown?', 'Is there any evidence or reasoning provided in the video to support the effectiveness of the method?']"
1369,1369,1236-7,eDcteTYALgI,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What is the reason the method in the video is considered useful?
A. It involves the square root of a number before dividing by 5.
B. It involves squaring the numbers before dividing by 5.
C. It simplifies division into single-digit multiplication.
D. It reduces division to addition.",16.95,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/eDcteTYALgI,"['What method is demonstrated in the video?', 'What are the key steps involved in the method shown?', 'How does the method simplify the process of division?', 'What mathematical operations are involved in the method?', 'What are the advantages of using this method compared to traditional division?', ""What examples are provided in the video to illustrate the method's usefulness?""]"
